COMPANYCODE,POSTINGDATE,VALUEDATE
800,20180227,20180227
800,20180227,20180227
800,20180227,20180227
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180301,20180301
800,20180301,20180301
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180228,20180228
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180228,20180228
800,20180301,20180301
800,20180228,20180228
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180228,20180228
800,20180228,20180228
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180306
800,20180301,20180301
800,20180301,20180301
800,20180301,20180301
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180302,20180302
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180302,20180302
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180307
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180302,20180302
800,20180302,20180302
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180306,20180306
800,20180306,20180306
800,20180305,20180305
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180305,20180305
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180305,20180305
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180305,20180305
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180305,20180305
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180306,20180306
800,20180307,20180307
800,20180306,20180306
800,20180307,20180307
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180307,20180307
800,20180306,20180306
800,20180306,20180306
800,20180307,20180307
800,20180307,20180307
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180306,20180306
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180307,20180307
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180308,20180308
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180312,20180312
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180312,20180312
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180309,20180309
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180312,20180312
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180313,20180313
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180315,20180315
800,20180315,20180315
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180315,20180315
800,20180315,20180315
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180314,20180314
800,20180315,20180315
800,20180314,20180314
800,20180314,20180314
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
800,20180315,20180315
